Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2/18/16 4:00,2016,2,18,4,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 5:00,2016,2,18,5,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 6:00,2016,2,18,6,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 7:00,2016,2,18,7,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 8:00,2016,2,18,8,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 9:00,2016,2,18,9,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 10:00,2016,2,18,10,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 11:00,2016,2,18,11,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 12:00,2016,2,18,12,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 13:00,2016,2,18,13,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 14:00,2016,2,18,14,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 15:00,2016,2,18,15,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 16:00,2016,2,18,16,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 17:00,2016,2,18,17,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 18:00,2016,2,18,18,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 19:00,2016,2,18,19,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 20:00,2016,2,18,20,40,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 21:00,2016,2,18,21,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 22:00,2016,2,18,22,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 23:00,2016,2,18,23,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 0:00,2016,2,19,0,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 1:00,2016,2,19,1,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 2:00,2016,2,19,2,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 3:00,2016,2,19,3,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 4:00,2016,2,19,4,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 5:00,2016,2,19,5,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 6:00,2016,2,19,6,32,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 7:00,2016,2,19,7,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 8:00,2016,2,19,8,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 9:00,2016,2,19,9,26,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 10:00,2016,2,19,10,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 11:00,2016,2,19,11,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 12:00,2016,2,19,12,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 13:00,2016,2,19,13,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 14:00,2016,2,19,14,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 15:00,2016,2,19,15,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 16:00,2016,2,19,16,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 17:00,2016,2,19,17,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 18:00,2016,2,19,18,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 19:00,2016,2,19,19,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 20:00,2016,2,19,20,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 21:00,2016,2,19,21,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 22:00,2016,2,19,22,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/19/16 23:00,2016,2,19,23,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 0:00,2016,2,20,0,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 1:00,2016,2,20,1,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 2:00,2016,2,20,2,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 3:00,2016,2,20,3,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 4:00,2016,2,20,4,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 5:00,2016,2,20,5,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 6:00,2016,2,20,6,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 7:00,2016,2,20,7,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 8:00,2016,2,20,8,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 9:00,2016,2,20,9,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 10:00,2016,2,20,10,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 11:00,2016,2,20,11,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 12:00,2016,2,20,12,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 13:00,2016,2,20,13,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 14:00,2016,2,20,14,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 15:00,2016,2,20,15,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 16:00,2016,2,20,16,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 17:00,2016,2,20,17,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 18:00,2016,2,20,18,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 19:00,2016,2,20,19,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 20:00,2016,2,20,20,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 21:00,2016,2,20,21,32,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 22:00,2016,2,20,22,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/20/16 23:00,2016,2,20,23,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 0:00,2016,2,21,0,64,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 1:00,2016,2,21,1,72,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 2:00,2016,2,21,2,71,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 3:00,2016,2,21,3,82,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 4:00,2016,2,21,4,81,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 5:00,2016,2,21,5,78,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 6:00,2016,2,21,6,83,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 7:00,2016,2,21,7,84,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 8:00,2016,2,21,8,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 9:00,2016,2,21,9,91,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 10:00,2016,2,21,10,141,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 11:00,2016,2,21,11,147,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 12:00,2016,2,21,12,97,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 13:00,2016,2,21,13,84,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 14:00,2016,2,21,14,83,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 15:00,2016,2,21,15,78,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 16:00,2016,2,21,16,79,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 17:00,2016,2,21,17,72,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 18:00,2016,2,21,18,85,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 19:00,2016,2,21,19,111,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 20:00,2016,2,21,20,122,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 21:00,2016,2,21,21,134,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 22:00,2016,2,21,22,114,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/21/16 23:00,2016,2,21,23,118,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 0:00,2016,2,22,0,132,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 1:00,2016,2,22,1,129,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 2:00,2016,2,22,2,119,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 3:00,2016,2,22,3,119,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 4:00,2016,2,22,4,113,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 5:00,2016,2,22,5,117,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 6:00,2016,2,22,6,122,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 7:00,2016,2,22,7,135,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 8:00,2016,2,22,8,143,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 9:00,2016,2,22,9,143,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 10:00,2016,2,22,10,116,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 11:00,2016,2,22,11,53,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 12:00,2016,2,22,12,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 13:00,2016,2,22,13,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 14:00,2016,2,22,14,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 15:00,2016,2,22,15,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 16:00,2016,2,22,16,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 17:00,2016,2,22,17,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 18:00,2016,2,22,18,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 19:00,2016,2,22,19,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 20:00,2016,2,22,20,35,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 21:00,2016,2,22,21,45,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 22:00,2016,2,22,22,32,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/22/16 23:00,2016,2,22,23,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 0:00,2016,2,23,0,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 1:00,2016,2,23,1,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 2:00,2016,2,23,2,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 3:00,2016,2,23,3,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 4:00,2016,2,23,4,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 5:00,2016,2,23,5,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 6:00,2016,2,23,6,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 7:00,2016,2,23,7,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 8:00,2016,2,23,8,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 9:00,2016,2,23,9,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 10:00,2016,2,23,10,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 11:00,2016,2,23,11,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 12:00,2016,2,23,12,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 13:00,2016,2,23,13,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 14:00,2016,2,23,14,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 15:00,2016,2,23,15,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 16:00,2016,2,23,16,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 17:00,2016,2,23,17,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 18:00,2016,2,23,18,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 19:00,2016,2,23,19,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 20:00,2016,2,23,20,36,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 21:00,2016,2,23,21,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 22:00,2016,2,23,22,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/23/16 23:00,2016,2,23,23,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 0:00,2016,2,24,0,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 1:00,2016,2,24,1,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 2:00,2016,2,24,2,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 3:00,2016,2,24,3,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 4:00,2016,2,24,4,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 5:00,2016,2,24,5,45,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 6:00,2016,2,24,6,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 7:00,2016,2,24,7,35,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 8:00,2016,2,24,8,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 9:00,2016,2,24,9,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 10:00,2016,2,24,10,58,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 11:00,2016,2,24,11,64,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 12:00,2016,2,24,12,31,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 13:00,2016,2,24,13,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 14:00,2016,2,24,14,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 15:00,2016,2,24,15,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 16:00,2016,2,24,16,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 17:00,2016,2,24,17,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 18:00,2016,2,24,18,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 19:00,2016,2,24,19,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 20:00,2016,2,24,20,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 21:00,2016,2,24,21,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 22:00,2016,2,24,22,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/24/16 23:00,2016,2,24,23,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 0:00,2016,2,25,0,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 1:00,2016,2,25,1,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 2:00,2016,2,25,2,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 3:00,2016,2,25,3,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 4:00,2016,2,25,4,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 5:00,2016,2,25,5,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 6:00,2016,2,25,6,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 7:00,2016,2,25,7,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 8:00,2016,2,25,8,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 9:00,2016,2,25,9,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 10:00,2016,2,25,10,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 11:00,2016,2,25,11,-999,µg/m_,1 Hr,Missing
Beijing,PM2.5,2/25/16 12:00,2016,2,25,12,-999,µg/m_,1 Hr,Missing
Beijing,PM2.5,2/25/16 13:00,2016,2,25,13,33,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 14:00,2016,2,25,14,34,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 15:00,2016,2,25,15,38,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 16:00,2016,2,25,16,43,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 17:00,2016,2,25,17,41,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 18:00,2016,2,25,18,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 19:00,2016,2,25,19,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 20:00,2016,2,25,20,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 21:00,2016,2,25,21,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 22:00,2016,2,25,22,1,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/25/16 23:00,2016,2,25,23,2,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 0:00,2016,2,26,0,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 1:00,2016,2,26,1,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 2:00,2016,2,26,2,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 3:00,2016,2,26,3,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 4:00,2016,2,26,4,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 5:00,2016,2,26,5,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 6:00,2016,2,26,6,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 7:00,2016,2,26,7,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 8:00,2016,2,26,8,28,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 9:00,2016,2,26,9,43,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 10:00,2016,2,26,10,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 11:00,2016,2,26,11,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 12:00,2016,2,26,12,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 13:00,2016,2,26,13,50,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 14:00,2016,2,26,14,43,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 15:00,2016,2,26,15,50,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 16:00,2016,2,26,16,48,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 17:00,2016,2,26,17,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 18:00,2016,2,26,18,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 19:00,2016,2,26,19,80,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 20:00,2016,2,26,20,100,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 21:00,2016,2,26,21,62,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 22:00,2016,2,26,22,28,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/26/16 23:00,2016,2,26,23,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 0:00,2016,2,27,0,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 1:00,2016,2,27,1,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 2:00,2016,2,27,2,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 3:00,2016,2,27,3,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 4:00,2016,2,27,4,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 5:00,2016,2,27,5,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 6:00,2016,2,27,6,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 7:00,2016,2,27,7,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 8:00,2016,2,27,8,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 9:00,2016,2,27,9,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 10:00,2016,2,27,10,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 11:00,2016,2,27,11,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 12:00,2016,2,27,12,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 13:00,2016,2,27,13,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 14:00,2016,2,27,14,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 15:00,2016,2,27,15,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 16:00,2016,2,27,16,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 17:00,2016,2,27,17,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 18:00,2016,2,27,18,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 19:00,2016,2,27,19,36,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 20:00,2016,2,27,20,53,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 21:00,2016,2,27,21,43,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 22:00,2016,2,27,22,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/27/16 23:00,2016,2,27,23,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 0:00,2016,2,28,0,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 1:00,2016,2,28,1,48,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 2:00,2016,2,28,2,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 3:00,2016,2,28,3,71,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 4:00,2016,2,28,4,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 5:00,2016,2,28,5,64,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 6:00,2016,2,28,6,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 7:00,2016,2,28,7,67,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 8:00,2016,2,28,8,74,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 9:00,2016,2,28,9,52,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 10:00,2016,2,28,10,31,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 11:00,2016,2,28,11,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 12:00,2016,2,28,12,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 13:00,2016,2,28,13,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 14:00,2016,2,28,14,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 15:00,2016,2,28,15,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 16:00,2016,2,28,16,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 17:00,2016,2,28,17,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 18:00,2016,2,28,18,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 19:00,2016,2,28,19,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 20:00,2016,2,28,20,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 21:00,2016,2,28,21,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 22:00,2016,2,28,22,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/28/16 23:00,2016,2,28,23,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 0:00,2016,2,29,0,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 1:00,2016,2,29,1,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 2:00,2016,2,29,2,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 3:00,2016,2,29,3,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 4:00,2016,2,29,4,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 5:00,2016,2,29,5,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 6:00,2016,2,29,6,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 7:00,2016,2,29,7,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 8:00,2016,2,29,8,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 9:00,2016,2,29,9,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 10:00,2016,2,29,10,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 11:00,2016,2,29,11,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 12:00,2016,2,29,12,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 13:00,2016,2,29,13,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 14:00,2016,2,29,14,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 15:00,2016,2,29,15,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 16:00,2016,2,29,16,51,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 17:00,2016,2,29,17,59,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 18:00,2016,2,29,18,52,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 19:00,2016,2,29,19,60,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 20:00,2016,2,29,20,62,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 21:00,2016,2,29,21,58,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 22:00,2016,2,29,22,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/29/16 23:00,2016,2,29,23,60,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 0:00,2016,3,1,0,85,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 1:00,2016,3,1,1,95,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 2:00,2016,3,1,2,105,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 3:00,2016,3,1,3,112,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 4:00,2016,3,1,4,124,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 5:00,2016,3,1,5,126,µg/m_,1 Hr,Valid
